Generic Name	Custom Name	User	ON	Evos	Custom Group	Group Name	Name	Item For	Index	Trade	Rarity	Effect	Element	Status	Stat	Target Element	Category	Quantity	Map Status	FamilyOn
3* Collar		zoroark	True	True					A	*	5*	007: Nontraitor								True
3* Ruff		zorua	True	True					B	*	3-4*	054: DistanceDodge								True
1* Tail		zorua	True	True					C	*	1-2*	053: ClutchPerformer								True
3* Cape		zoroark	True	True					D	*	4*	071: WeatherProtection								True
2* Heart		zorua	True	True					E	*	2-3*	083: Gratitude								True
1* Claw		zoroark	False	True					F	*	3*	102: ChanceStatusOnCategoryHit		confuse			001: Physical	25		True
3* Apron		gothitelle	True	True					A	*	5*	082: WeaknessReduce	dark							False
2* Brooch		gothorita	True	True					B	*	4*	097: StatOnCategoryUse		mod_evasion			002: Magical	25		False
1* Hair		gothita	True	True					C	*	1*	027: SpecialAttacker								False
3* Bow		gothita	True	True					D	*	1-2*	016: MisfortuneMirror								False
2* Ring		gothorita	True	True					E	*	2-3*	029: StatDropImmune			004: MDef					False
0* None		gothorita	False	True					F	*	2-3*	000: None								False
3* Glasses		reuniclus	True	True					A	*	5*	101: ChanceStatOnTypeHit	psychic	mod_special_defense				25		False
2* Jewel		duosion	True	True					B	*	4*	085: StatusOnCategoryHit		immobilized			003: Status			False
1* Dew		solosis	True	True					C	*	1-2*	008: WaterTerrain								False
1* Beam		solosis	True	True					D	*	1-2*	059: StatMirror								False
2* Seal		solosis	True	True					E	*	2-3*	009: LavaTerrain								False
0* None		duosion	False	True					F	*	2-3*	000: None								False
3* Veil		vanilluxe	True	True					A	*	5*	093: AttackRangeInWeather							hail	False
2* Shard		vanillish	True	True					B	*	4*	010: AllTerrain								False
1* Gasp		vanillite	True	True					C	*	1*	015: PracticeSwinger								False
1* Dew		vanillite	True	True					D	*	2*	104: WeaknessDodge	fire							False
2* Ore		vanillite	True	True					E	*	3*	069: GapProber								False
0* None		vanillish	False	True					F	*	2-3*	000: None								False
3* Veil		sawsbuck	True	True					A	*	5*	082: WeaknessReduce	ice							True
2* Aroma		sawsbuck	True	True					B	*	4*	095: CelebrateCure								True
1* Branch		deerling	True	True					C	*	1*	103: TypeBecomesCategory	grass				001: Physical			True
1* Hair		deerling	True	True					D	*	2*	051: BarrageGuard								True
2* Guard		deerling	True	True					E	*	3*	071: WeatherProtection								True
0* None		sawsbuck	False	True					F	*	2-3*	000: None								True
3* Cape		emolga	True	False					A	*	5*	100: ChanceStatusOnTypeHit	flying	paralyze				35		False
2* Dust		emolga	True	False					B	*	4*	054: DistanceDodge								False
1* Card		emolga	True	False					C	*	1*	061: ErraticDefender								False
1* Fang		emolga	True	False					D	*	1-2*	018: DoubleAttacker								False
0* None		emolga	True	False					E	*	2-3*	000: None								False
0* None		emolga	False	False					F	*	2-3*	000: None								False
3* Armor		ferrothorn	True	True					A	*	5*	078: EndureType	fire							True
3* Shield		ferrothorn	True	True					B	*	4*	096: TypeBodyguard	poison							True
1* Thorn		ferroseed	True	True					C	*	1*	015: PracticeSwinger								True
1* Card		ferroseed	True	True					D	*	2*	051: BarrageGuard								True
2* Ore		ferroseed	True	True					E	*	3*	017: CounterBasher								True
0* None		ferrothorn	False	True					F	*	2-3*	000: None								True
3* Torc		chandelure	True	True					A	*	5*	007: Nontraitor								False
2* Tag		lampent	True	True					B	*	4*	010: AllTerrain								False
1* Dew		litwick	True	True					C	*	1*	027: SpecialAttacker								False
1* Card		litwick	True	True					D	*	2*	016: MisfortuneMirror								False
2* Crest		lampent	True	True					E	*	3*	048: Absorption								False
0* None		lampent	False	True					F	*	2-3*	000: None								False
3* Bangle		haxorus	True	True					A	*	5*	067: SecondSTAB	dark							False
2* Jaw		fraxure	True	True					B	*	4*	086: StatusOnCategoryUse		focus_energy			003: Status			False
1* Fang		axew	True	True					C	*	1-2*	018: DoubleAttacker								False
1* Horn		axew	True	True					D	*	1-2*	015: PracticeSwinger								False
2* Rock		axew	True	True					E	*	2-3*	052: BetterOdds								False
0* None		fraxure	False	True					F	*	2-3*	000: None								False
3* Sash		mienshao	True	True					A	*	5*	004: TypeBulldozer	fighting			ghost				False
2* Seal		mienshao	True	True					B	*	4*	047: Celebrate								False
1* Claw		mienfoo	True	True					C	*	1*	018: DoubleAttacker								False
1* Sweat		mienfoo	True	True					D	*	2*	104: WeaknessDodge	flying							False
2* Charm		mienfoo	True	True					E	*	3*	038: LungeAttack								False
0* None		mienshao	False	True					F	*	2-3*	000: None								False
3* Bangle		druddigon	True	False					A	*	5*	004: TypeBulldozer	dragon			fairy				True
2* Heart		druddigon	True	False					B	*	4*	080: NoStatusInWeather							sunny	True
1* Tail		druddigon	True	False					C	*	1-2*	050: Anchor								True
1* Sweat		druddigon	True	False					D	*	1-2*	014: DeepBreather								True
1* Claw		druddigon	True	False					E	*	2-3*	039: WideAttack								True
0* None		druddigon	False	False					F	*	2-3*	000: None								True
3* Crown		kingambit	True	True					A	*	5*	078: EndureType	fighting							True
3* Cape		bisharp	True	True					B	*	4*	047: Celebrate								True
1* Claw		pawniard	True	True					C	*	1*	026: SureHitAttacker								True
1* Thorn		pawniard	True	True					D	*	2*	060: ErraticAttacker								True
2* Shard		pawniard	True	True					E	*	3*	005: SuperCrit								True
0* None		bisharp	False	True					F	*	2-3*	000: None								True
3* Collar		hydreigon	True	True					A	*	5*	078: EndureType	fairy							False
2* Crest		zweilous	True	True					B	*	4*	073: CheekPouch								False
1* Hair		deino	True	True					C	*	1*	015: PracticeSwinger								False
1* Horn		deino	True	True					D	*	2*	060: ErraticAttacker								False
2* Jaw		zweilous	True	True					E	*	3*	102: ChanceStatusOnCategoryHit		flinch			001: Physical	25		False
0* None		zweilous	False	True					F	*	2-3*	000: None								False
3* Robe		volcarona	True	True					A	*	5*	100: ChanceStatusOnTypeHit	bug	burn				35		True
2* Crest		volcarona	True	True					B	*	4*	093: AttackRangeInWeather							sunny	True
1* Hair		larvesta	True	True					C	*	1*	061: ErraticDefender								True
1* Horn		larvesta	True	True					D	*	2*	104: WeaknessDodge	rock							True
1* Wing		volcarona	True	True					E	*	3*	010: AllTerrain								True
0* None		volcarona	False	False					F	*	2-3*	000: None								True
0* None		enamorus	True	False					A	*	5*	000: None								False
0* None		enamorus	True	False					B	*	4*	000: None								False
0* None		enamorus	True	False					C	*	1-2*	000: None								False
0* None		enamorus	True	False					D	*	1-2*	000: None								False
0* None		enamorus	True	False					E	*	2-3*	000: None								False
0* None		enamorus	False	False					F	*	2-3*	000: None								False
0* None		tornadus	True	False					A	*	5*	000: None								False
0* None		tornadus	True	False					B	*	4*	000: None								False
0* None		tornadus	True	False					C	*	1-2*	000: None								False
0* None		tornadus	True	False					D	*	1-2*	000: None								False
0* None		tornadus	True	False					E	*	2-3*	000: None								False
0* None		tornadus	False	False					F	*	2-3*	000: None								False
0* None		thundurus	True	False					A	*	5*	000: None								False
0* None		thundurus	True	False					B	*	4*	000: None								False
0* None		thundurus	True	False					C	*	1-2*	000: None								False
0* None		thundurus	True	False					D	*	1-2*	000: None								False
0* None		thundurus	True	False					E	*	2-3*	000: None								False
0* None		thundurus	False	False					F	*	2-3*	000: None								False
0* None		landorus	True	False					A	*	5*	000: None								False
0* None		landorus	True	False					B	*	4*	000: None								False
0* None		landorus	True	False					C	*	1-2*	000: None								False
0* None		landorus	True	False					D	*	1-2*	000: None								False
0* None		landorus	True	False					E	*	2-3*	000: None								False
0* None		landorus	False	False					F	*	2-3*	000: None								False
0* None	Blazing Band	reshiram	True	False					A	*	5*	100: ChanceStatusOnTypeHit	dragon	burn				35		False
0* None	Truth Lens	reshiram	True	False					B	*	4*	093: AttackRangeInWeather							sunny	False
1* Card		reshiram	True	False					C	*	1*	026: SureHitAttacker								False
1* Claw		reshiram	True	False					D	*	2*	029: StatDropImmune			001: Attack					False
2* Guard		reshiram	True	False					E	*	3*	028: StatusImmune		paralyze						False
0* None		reshiram	False	False					F	*	2-3*	000: None								False
0* None	Lightning Band	zekrom	True	False					A	*	5*	100: ChanceStatusOnTypeHit	dragon	paralyze				35		False
0* None	Ideal Veil	zekrom	True	False					B	*	4*	093: AttackRangeInWeather							electric_terrain	False
1* Card		zekrom	True	False					C	*	1*	026: SureHitAttacker								False
1* Fang		zekrom	True	False					D	*	2*	029: StatDropImmune			003: MAtk					False
2* Guard		zekrom	True	False					E	*	3*	028: StatusImmune		burn						False
0* None		zekrom	False	False					F	*	2-3*	000: None								False
0* None	Frostbite Band	kyurem	True	False					A	*	5*	100: ChanceStatusOnTypeHit	dragon	freeze				35		False
0* None	Blizzard Veil	kyurem	True	False					B	*	4*	093: AttackRangeInWeather							hail	False
1* Wing		kyurem	True	False					C	*	1*	061: ErraticDefender								False
1* Tail		kyurem	True	False					D	*	2*	060: ErraticAttacker								False
2* Shard		kyurem	True	False					E	*	3*	048: Absorption								False
0* None		kyurem	False	False					F	*	3*	000: None								False
3* Dress		meloetta	True	False					A	*	5*	047: Celebrate								False
3* Tiara		meloetta	True	False					B	*	4*	095: CelebrateCure								False
1* Card		meloetta	True	False					C	*	1*	026: SureHitAttacker								False
1* Song		meloetta	True	False					D	*	2*	053: ClutchPerformer								False
2* Guard		meloetta	True	False					E	*	3*	028: StatusImmune		confuse						False
0* None		meloetta	False	False					F	*	2-3*	000: None								False
0* None	G-Scope	genesect	True	False					A	*	5*	035: XRay								False
0* None	G-Booster	genesect	True	False					B	*	4*	070: PassThroughAttacker								False
1* Claw		genesect	True	False					C	*	1-2*	026: SureHitAttacker								False
1* Beam		genesect	True	False					D	*	1-2*	014: DeepBreather								False
0* None		genesect	True	False					E	*	2-3*	000: None								False
0* None		genesect	False	False					F	*	2-3*	000: None								False
3* Hat		delphox	True	True					A	*	5*	044: WandSpread								True
1* Branch		braixen	True	True					B	*	4*	091: ProjectileAttack								True
1* Tail		fennekin	True	True					C	*	1-2*	027: SpecialAttacker								True
1* Fang		fennekin	True	True					D	*	1-2*	029: StatDropImmune			003: MAtk					True
2* Brooch		fennekin	True	True					E	*	2-3*	069: GapProber								True
0* None		braixen	False	True					F	*	2-3*	000: None								True
3* Bow		florges	True	True					A	*	5*	082: WeaknessReduce	poison							True
2* Dust		floette	True	True					B	*	4*	044: WandSpread								True
1* Dew		flabebe	True	True					C	*	1*	014: DeepBreather								True
1* Card		flabebe	True	True					D	*	2*	050: Anchor								True
2* Aroma		flabebe	True	True					E	*	3*	057: SelfCurer								True
0* None		floette	False	True					F	*	2-3*	000: None								True
3* Collar		furfrou	True	False					A	*	5*	101: ChanceStatOnTypeHit	normal	mod_attack				25		False
2* Guard		furfrou	True	False					B	*	4*	096: TypeBodyguard	ghost							False
1* Fang		furfrou	True	False					C	*	1-2*	050: Anchor								False
1* Hair		furfrou	True	False					D	*	1-2*	051: BarrageGuard								False
0* None		furfrou	True	False					E	*	2-3*	000: None								False
0* None		furfrou	False	False					F	*	2-3*	000: None								False
3* Scope		meowstic	True	True					A	*	5*	004: TypeBulldozer	psychic			dark				False
2* Ring		meowstic	True	True					B	*	4*	091: ProjectileAttack								False
1* Hair		espurr	True	True					C	*	1*	060: ErraticAttacker								False
1* Tail		espurr	True	True					D	*	2*	027: SpecialAttacker								False
2* Earring		meowstic	True	True					E	*	3*	049: ExcessiveForce								False
0* None		meowstic	False	True					F	*	2-3*	000: None								False
3* Mantle		aegislash	True	True					A	*	5*	067: SecondSTAB	normal							True
3* Sash		doublade	True	True					B	*	4*	086: StatusOnCategoryUse		retaliate			003: Status			True
1* Card		honedge	True	True					C	*	1*	015: PracticeSwinger								True
1* Beam		honedge	True	True					D	*	2*	061: ErraticDefender								True
0* None		honedge	True	True					E	*	2-3*	000: None								True
0* None		doublade	False	True					F	*	2-3*	000: None								True
3* Armor		barbaracle	True	True					A	*	5*	036: WeaknessPayback	grass	immobilized						False
2* Rock		barbaracle	True	True					B	*	4*	095: CelebrateCure								False
1* Card		binacle	True	True					C	*	1*	050: Anchor								False
1* Claw		binacle	True	True					D	*	2*	018: DoubleAttacker								False
2* Guard		binacle	True	True					E	*	3*	054: DistanceDodge								False
0* None		barbaracle	False	True					F	*	2-3*	000: None								False
3* Specs		clawitzer	True	True					A	*	5*	070: PassThroughAttacker								False
3* Scope		clawitzer	True	True					B	*	4*	093: AttackRangeInWeather							rain	False
1* Dew		clauncher	True	True					C	*	1*	014: DeepBreather								False
1* Card		clauncher	True	True					D	*	2*	052: BetterOdds								False
2* Charm		clauncher	True	True					E	*	3*	005: SuperCrit								False
0* None		clawitzer	False	True					F	*	2-3*	000: None								False
3* Band		heliolisk	True	True					A	*	5*	007: Nontraitor								False
2* Crest		heliolisk	True	True					B	*	4*	093: AttackRangeInWeather							sunny	False
1* Claw		helioptile	True	True					C	*	1*	027: SpecialAttacker								False
1* Tail		helioptile	True	True					D	*	2*	104: WeaknessDodge	fighting							False
2* Ring		helioptile	True	True					E	*	3*	080: NoStatusInWeather							rain	False
0* None		heliolisk	False	True					F	*	2-3*	000: None								False
3* Bangle		aurorus	True	True					A	*	5*	078: EndureType	fighting							True
3* Collar		aurorus	True	True					B	*	4*	034: MapSurveyor								True
1* Tail		amaura	True	True					C	*	1*	015: PracticeSwinger								True
1* Card		amaura	True	True					D	*	2*	051: BarrageGuard								True
2* Rock		amaura	True	True					E	*	3*	096: TypeBodyguard	ice							True
0* None		aurorus	False	True					F	*	4*	000: None								True
3* Ruff		carbink	True	False					A	*	5*	096: TypeBodyguard	dragon							True
2* Jewel		carbink	True	False					B	*	4*	010: AllTerrain								True
1* Beam		carbink	True	False					C	*	1-2*	050: Anchor								True
1* Card		carbink	True	False					D	*	1-2*	083: Gratitude								True
0* None		carbink	True	False					E	*	2-3*	000: None								True
0* None		carbink	False	False					F	*	2-3*	000: None								True
3* Coat		goodra	True	True					A	*	5*	067: SecondSTAB	water							False
2* Tag		sliggoo	True	True					B	*	4*	074: HealInWater								False
1* Drool		goomy	True	True					C	*	1*	062: FastFriend								False
1* Dew		goomy	True	True					D	*	2*	059: StatMirror								False
2* Crest		goomy	True	True					E	*	3*	055: CloseDodge								False
0* None		sliggoo	False	True					F	*	2-3*	000: None								False
2* Key		klefki	True	False					A	*	5*	082: WeaknessReduce	ground							True
3* Tie		klefki	True	False					B	*	4*	010: AllTerrain								True
1* Horn		klefki	True	False					C	*	1*	014: DeepBreather								True
1* Card		klefki	True	False					D	*	2*	053: ClutchPerformer								True
0* None		klefki	True	False					E	*	2-3*	000: None								True
0* None		klefki	False	False					F	*	2-3*	000: None								True
3* Mask		trevenant	True	True					A	*	5*	098: StatusOnTypeHit	ghost	immobilized						False
2* Seal		trevenant	True	True					B	*	4*	081: DeepBreatherPlus								False
1* Root		phantump	True	True					C	*	1*	050: Anchor								False
1* Branch		phantump	True	True					D	*	2*	016: MisfortuneMirror								False
2* Charm		phantump	True	True					E	*	3*	048: Absorption								False
0* None		trevenant	False	True					F	*	2-3*	000: None								False
3* Mask		gourgeist	True	True					A	*	5*	098: StatusOnTypeHit	ghost	flinch						False
2* Crest		gourgeist	True	True					B	*	4*	097: StatOnCategoryUse		mod_evasion			003: Status	25		False
1* Leaf		pumpkaboo	True	True					C	*	1*	015: PracticeSwinger								False
1* Root		pumpkaboo	True	True					D	*	2*	051: BarrageGuard								False
2* Guard		pumpkaboo	True	True					E	*	2-3*	017: CounterBasher								False
0* None		gourgeist	False	True					F	*	2-3*	000: None								False
3* Cape		noivern	True	True					A	*	5*	078: EndureType	ice							True
2* Jewel		noivern	True	True					B	*	4*	091: ProjectileAttack								True
1* Song		noibat	True	True					C	*	1*	027: SpecialAttacker								True
1* Wing		noibat	True	True					D	*	2*	060: ErraticAttacker								True
2* Earring		noibat	True	True					E	*	3*	069: GapProber								True
0* None		noivern	False	True					F	*	2-3*	000: None								True
0* None	Life Crown	xerneas	True	False					A	*	5*	020: AllyReviver								False
2* Jewel		xerneas	True	False					B	*	4*	046: RoyalVeil								False
1* Horn		xerneas	True	False					C	*	1*	022: PressurePlus								False
1* Song		xerneas	True	False					D	*	2*	076: HealOnNewFloor								False
2* Guard		xerneas	True	False					E	*	3*	028: StatusImmune		perish_song						False
0* None		xerneas	False	False					F	*	2-3*	000: None								False
0* None	Oblivion Blade	yveltal	True	False					A	*	5*	100: ChanceStatusOnTypeHit	dark	perish_song				25		False
2* Tag		yveltal	True	False					B	*	4*	095: CelebrateCure								False
1* Claw		yveltal	True	False					C	*	1*	016: MisfortuneMirror								False
1* Wing		yveltal	True	False					D	*	2*	048: Absorption								False
2* Guard		yveltal	True	False					E	*	3*	094: PPSaver								False
0* None		yveltal	False	False					F	*	2-3*	000: None								False
3* Collar		zygarde	True	False					A	*	5*	004: TypeBulldozer	dragon			fairy				False
3* Robe		zygarde	True	False					B	*	5*	004: TypeBulldozer	ground			flying				False
1* Mud		zygarde	True	False					C	*	1-2*	084: HitAndRun								False
1* Tail		zygarde	True	False					D	*	1-2*	094: PPSaver								False
2* Seal		zygarde	True	False					E	*	2-3*	071: WeatherProtection								False
0* None		zygarde	True	False					F	*	2-3*	000: None								False
3* Tiara		diancie	True	False					A	*	5*	036: WeaknessPayback	steel	flinch						False
3* Ruff		diancie	True	False					B	*	4*	096: TypeBodyguard	dragon							False
1* Beam		diancie	True	False					C	*	1-2*	050: Anchor								False
1* Card		diancie	True	False					D	*	1-2*	083: Gratitude								False
2* Jewel		diancie	True	False					E	*	2-3*	010: AllTerrain								False
0* None		diancie	False	False					F	*	2-3*	000: None								False
3* Torc		hoopa	True	False					A	*	5*	037: WarpPayback	dark							False
2* Ring		hoopa	True	False					B	*	4*	010: AllTerrain								False
1* Hair		hoopa	True	False					C	*	1*	016: MisfortuneMirror								False
1* Card		hoopa	True	False					D	*	2*	069: GapProber								False
0* None		hoopa	True	False					E	*	2-3*	000: None								False
0* None		hoopa	False	False					F	*	2-3*	000: None								False
3* Helmet		volcanion	True	False					A	*	5*	100: ChanceStatusOnTypeHit	water	burn				35		False
2* Ring		volcanion	True	False					B	*	4*	074: HealInWater								False
1* Claw		volcanion	True	False					C	*	1*	015: PracticeSwinger								False
2* Tag		volcanion	True	False					D	*	2*	042: ExplosionGuard								False
0* None		volcanion	True	False					E	*	2-3*	000: None								False
0* None		volcanion	False	False					F	*	2-3*	000: None								False
3* Specs		decidueye	True	True					A	*	5*	067: SecondSTAB	flying							False
3* Coat		dartrix	True	True					B	*	4*	091: ProjectileAttack								False
1* Leaf		rowlet	True	True					C	*	1-2*	052: BetterOdds								False
1* Wing		rowlet	True	True					D	*	1-2*	026: SureHitAttacker								False
2* Brooch		rowlet	True	True					E	*	2-3*	069: GapProber								False
0* None		dartrix	False	True					F	*	2-3*	000: None								False
1* Song		primarina	True	True					A	*	5*	086: StatusOnCategoryUse		aqua_ring			003: Status			False
3* Float		brionne	True	True					B	*	4*	070: PassThroughAttacker								False
1* Card		popplio	True	True					C	*	1-2*	062: FastFriend								False
1* Gasp		popplio	True	True					D	*	1-2*	014: DeepBreather								False
2* Charm		popplio	True	True					E	*	2-3*	053: ClutchPerformer								False
0* None		brionne	False	True					F	*	2-3*	000: None								False
3* Tie		ribombee	True	True					A	*	5*	087: MapStatusOnCategoryUse					003: Status		misty_terrain	False
2* Heart		ribombee	True	True					B	*	4*	091: ProjectileAttack								False
1* Card		cutiefly	True	True					C	*	1*	027: SpecialAttacker								True
1* Wing		cutiefly	True	True					D	*	2*	060: ErraticAttacker								True
2* Guard		cutiefly	True	True					E	*	3*	054: DistanceDodge								True
0* None		ribombee	False	True					F	*	2-3*	000: None								True
3* Collar		lycanroc	True	True					A	*	5*	100: ChanceStatusOnTypeHit	rock	flinch				35		True
2* Pebble		lycanroc	True	True					B	*	4*	080: NoStatusInWeather							sandstorm	True
1* Claw		rockruff	True	True					C	*	1*	084: HitAndRun								True
1* Fang		rockruff	True	True					D	*	2*	033: AcuteSniffer								True
2* Jaw		rockruff	True	True					E	*	3*	005: SuperCrit								True
0* None		lycanroc	False	True					F	*	2-3*	000: None								True
3* Hat		araquanid	True	True					A	*	5*	007: Nontraitor								False
3* Float		araquanid	True	True					B	*	4*	074: HealInWater								False
1* Dew		dewpider	True	True					C	*	1*	014: DeepBreather								False
1* Claw		dewpider	True	True					D	*	2*	053: ClutchPerformer								False
2* Guard		dewpider	True	True					E	*	3*	028: StatusImmune		burn						False
0* None		araquanid	False	True					F	*	2-3*	000: None								False
3* Blade		lurantis	True	True					A	*	5*	067: SecondSTAB	bug							False
3* Veil		lurantis	True	True					B	*	4*	047: Celebrate								False
1* Claw		fomantis	True	True					C	*	1*	026: SureHitAttacker								False
1* Leaf		fomantis	True	True					D	*	2*	030: SleepWalker								False
2* Charm		fomantis	True	True					E	*	3*	031: ChargeWalker								False
0* None		lurantis	False	True					F	*	2-3*	000: None								False
3* Sash		salazzle	True	True					A	*	5*	100: ChanceStatusOnTypeHit	fire	poison				35		True
2* Earring		salazzle	True	True					B	*	4*	047: Celebrate								True
1* Claw		salandit	True	True					C	*	1*	061: ErraticDefender								True
1* Fang		salandit	True	True					D	*	2*	023: StatusOnAttack		poison						True
2* Aroma		salandit	True	True					E	*	2-3*	085: StatusOnCategoryHit		burn			002: Magical			True
0* None		salazzle	False	True					F	*	2-3*	000: None								True
3* Tiara		tsareena	True	True					A	*	5*	082: WeaknessReduce	flying							False
2* Jewel		steenee	True	True					B	*	4*	047: Celebrate								False
1* Sweat		bounsweet	True	True					C	*	1*	061: ErraticDefender								False
1* Leaf		bounsweet	True	True					D	*	2*	053: ClutchPerformer								False
1* Branch		steenee	True	True					E	*	3*	017: CounterBasher								False
0* None		steenee	False	True					F	*	2-3*	000: None								False
3* Scarf		comfey	True	False					A	*	5*	046: RoyalVeil								True
2* Ring		comfey	True	False					B	*	4*	010: AllTerrain								True
1* Leaf		comfey	True	False					C	*	1*	062: FastFriend								True
1* Seed		comfey	True	False					D	*	2*	083: Gratitude								True
2* Brooch		comfey	True	False					E	*	3*	089: StatusSplash								True
0* None		comfey	False	False					F	*	2-3*	000: None								True
3* Blade		golisopod	True	True					A	*	5*	011: Wallbreaker								False
2* Crest		golisopod	True	True					B	*	4*	047: Celebrate								False
1* Claw		wimpod	True	True					C	*	1*	084: HitAndRun								False
1* Tail		wimpod	True	True					D	*	2*	053: ClutchPerformer								False
2* Dust		wimpod	True	True					E	*	3*	054: DistanceDodge								False
0* None		golisopod	False	True					F	*	2-3*	000: None								False
3* Helmet		palossand	True	True					A	*	5*	067: SecondSTAB	grass							False
2* Dust		palossand	True	True					B	*	4*	041: TrapBuster								False
1* Card		sandygast	True	True					C	*	1*	050: Anchor								False
1* Song		sandygast	True	True					D	*	2*	016: MisfortuneMirror								False
2* Pebble		sandygast	True	True					E	*	3*	048: Absorption								False
0* None		palossand	False	True					F	*	2-3*	000: None								False
3* Blade		silvally	True	True					A	*	5*	007: Nontraitor								False
2* Crest		silvally	True	True					B	*	4*	068: TypedAttack								False
0* None	Null Claw	type_null	True	True					C	*	1-2*	006: NVECrit								False
0* None	Null Thorn	type_null	True	True					D	*	1-2*	094: PPSaver								False
0* None	Null Heart	type_null	True	True					E	*	2-3*	072: RemoveAbilityAttack								False
0* None		silvally	False	True					F	*	2-3*	000: None								False
3* Bow		minior	True	False					A	*	5*	007: Nontraitor								False
2* Shard		minior	True	False					B	*	4*	017: CounterBasher								False
1* Card		minior	True	False					C	*	1-2*	013: PPBoost						2		False
1* Beam		minior	True	False					D	*	1-2*	016: MisfortuneMirror								False
0* None		minior	True	False					E	*	2-3*	000: None								False
0* None		minior	False	False					F	*	2-3*	000: None								False
3* Torc		turtonator	True	False					A	*	5*	040: ExplosiveAttack								False
2* Jewel		turtonator	True	False					B	*	4*	049: ExcessiveForce								False
1* Fang		turtonator	True	False					C	*	1-2*	051: BarrageGuard								False
1* Claw		turtonator	True	False					D	*	1-2*	015: PracticeSwinger								False
0* None		turtonator	True	False					E	*	2-3*	000: None								False
0* None		turtonator	False	False					F	*	2-3*	000: None								False
3* Coat		togedemaru	True	False					A	*	5*	079: SpikeDropper					001: Physical			True
2* Jaw		togedemaru	True	False					B	*	4*	073: CheekPouch								True
1* Fang		togedemaru	True	False					C	*	1*	006: NVECrit								True
1* Hair		togedemaru	True	False					D	*	2*	016: MisfortuneMirror								True
0* None		togedemaru	True	False					E	*	2-3*	000: None								True
0* None		togedemaru	False	False					F	*	2-3*	000: None								True
3* Bow		mimikyu	True	False					A	*	5*	085: StatusOnCategoryHit		in_love			001: Physical			False
2* Tag		mimikyu	True	False					B	*	4*	068: TypedAttack								False
1* Gasp		mimikyu	True	False					C	*	1-2*	016: MisfortuneMirror								False
1* Claw		mimikyu	True	False					D	*	1-2*	014: DeepBreather								False
0* None		mimikyu	True	False					E	*	2-3*	000: None								False
0* None		mimikyu	False	False					F	*	2-3*	000: None								False
3* Tiara		bruxish	True	False					A	*	5*	100: ChanceStatusOnTypeHit	psychic	flinch				35		False
2* Jaw		bruxish	True	False					B	*	4*	047: Celebrate								False
1* Card		bruxish	True	False					C	*	1*	026: SureHitAttacker								False
1* Fang		bruxish	True	False					D	*	2*	005: SuperCrit								False
0* None		bruxish	True	False					E	*	2-3*	000: None								False
0* None		bruxish	False	False					F	*	2-3*	000: None								False
3* Bangle		drampa	True	False					A	*	5*	004: TypeBulldozer	dragon			fairy				True
2* Heart		drampa	True	False					B	*	4*	049: ExcessiveForce								True
1* Hair		drampa	True	False					C	*	1-2*	009: LavaTerrain								True
1* Tail		drampa	True	False					D	*	1-2*	062: FastFriend								True
0* None		drampa	True	False					E	*	2-3*	000: None								True
0* None		drampa	False	False					F	*	2-3*	000: None								True
3* Hat		dhelmise	True	False					A	*	5*	034: MapSurveyor								True
2* Ore		dhelmise	True	False					B	*	4*	067: SecondSTAB	water							True
1* Foam		dhelmise	True	False					C	*	1-2*	060: ErraticAttacker								True
1* Card		dhelmise	True	False					D	*	1-2*	050: Anchor								True
2* Coin		dhelmise	True	False					E	*	2-3*	065: ChestFinder								True
0* None		dhelmise	False	False					F	*	2-3*	000: None								True
3* Cape		kommo_o	True	True					A	*	5*	067: SecondSTAB	steel							False
2* Shard		hakamo_o	True	True					B	*	4*	047: Celebrate								False
1* Claw		jangmo_o	True	True					C	*	1*	026: SureHitAttacker								False
1* Horn		jangmo_o	True	True					D	*	2*	104: WeaknessDodge	fairy							False
2* Guard		hakamo_o	True	True					E	*	3*	017: CounterBasher								False
0* None		hakamo_o	False	True					F	*	2-3*	000: None								False
0* None		tapu_koko	True	False					A	*	5*	000: None								False
0* None		tapu_koko	True	False					B	*	4*	000: None								False
0* None		tapu_koko	True	False					C	*	1-2*	000: None								False
0* None		tapu_koko	True	False					D	*	1-2*	000: None								False
0* None		tapu_koko	True	False					E	*	2-3*	000: None								False
0* None		tapu_koko	False	False					F	*	2-3*	000: None								False
0* None		tapu_lele	True	False					A	*	5*	000: None								False
0* None		tapu_lele	True	False					B	*	4*	000: None								False
0* None		tapu_lele	True	False					C	*	1-2*	000: None								False
0* None		tapu_lele	True	False					D	*	1-2*	000: None								False
0* None		tapu_lele	True	False					E	*	2-3*	000: None								False
0* None		tapu_lele	False	False					F	*	2-3*	000: None								False
0* None		tapu_bulu	True	False					A	*	5*	000: None								False
0* None		tapu_bulu	True	False					B	*	4*	000: None								False
0* None		tapu_bulu	True	False					C	*	1-2*	000: None								False
0* None		tapu_bulu	True	False					D	*	1-2*	000: None								False
0* None		tapu_bulu	True	False					E	*	2-3*	000: None								False
0* None		tapu_bulu	False	False					F	*	2-3*	000: None								False
0* None		tapu_fini	True	False					A	*	5*	000: None								False
0* None		tapu_fini	True	False					B	*	4*	000: None								False
0* None		tapu_fini	True	False					C	*	1-2*	000: None								False
0* None		tapu_fini	True	False					D	*	1-2*	000: None								False
0* None		tapu_fini	True	False					E	*	2-3*	000: None								False
0* None		tapu_fini	False	False					F	*	2-3*	000: None								False
