F###	Family	###	Species	Form	Name	Unimplemented	Encounter	Sprited	Diff	Certified	ExObtain	NeedsPlace
932	nacli	934	garganacl	0	Garganacl	purifying_salt salt_cure		False	False	False	False	
935	charcadet	935	charcadet	0	Charcadet			True	False	True	False	
935	charcadet	936	armarouge	0	Armarouge	expanding_force armor_cannon		False	False	False	False	
935	charcadet	937	ceruledge	0	Ceruledge	bitter_blade		True	False	True	False	
938	tadbulb	938	tadbulb	0	Tadbulb			False	False	False	False	
938	tadbulb	939	bellibolt	0	Bellibolt	electromorphosis		True	False	True	False	
940	wattrel	940	wattrel	0	Wattrel	wind_power dual_wingbeat		True	True	False	False	
940	wattrel	941	kilowattrel	0	Kilowattrel	wind_power dual_wingbeat		True	True	False	False	
942	maschiff	942	maschiff	0	Maschiff	jaw_lock		False	False	False	False	
942	maschiff	943	mabosstiff	0	Mabosstiff	guard_dog comeuppance jaw_lock		False	False	False	False	
944	shroodle	944	shroodle	0	Shroodle			False	False	False	False	
944	shroodle	945	grafaiai	0	Grafaiai	doodle		False	False	False	False	
946	bramblin	946	bramblin	0	Bramblin	wind_rider		False	False	False	False	
946	bramblin	947	brambleghast	0	Brambleghast	wind_rider		False	False	False	False	
948	toedscool	948	toedscool	0	Toedscool	mycelium_might		False	False	False	False	
948	toedscool	949	toedscruel	0	Toedscruel	mycelium_might		False	False	False	False	
950	klawf	950	klawf	0	Klawf	anger_shell high_horsepower		False	False	False	False	
951	capsakid	951	capsakid	0	Capsakid			False	False	False	False	
951	capsakid	952	scovillain	0	Scovillain	spicy_extract		True	True	True	False	
953	rellor	953	rellor	0	Rellor	lunge		False	False	False	False	
953	rellor	954	rabsca	0	Rabsca	revival_blessing lunge		False	False	False	False	
955	flittle	955	flittle	0	Flittle			False	False	False	False	
955	flittle	956	espathra	0	Espathra	opportunist lumina_crash		False	False	False	False	
957	tinkatink	957	tinkatink	0	Tinkatink		copper_quarry	True	False	True	False	
957	tinkatink	958	tinkatuff	0	Tinkatuff		EVOLVE	True	False	True	False	
957	tinkatink	959	tinkaton	0	Tinkaton		EVOLVE	True	False	True	False	
960	wiglett	960	wiglett	0	Wiglett	throat_chop liquidation		True	True	False	False	
960	wiglett	961	wugtrio	0	Wugtrio	triple_dive throat_chop liquidation		False	False	False	False	
962	bombirdier	962	bombirdier	0	Bombirdier	rocky_payload dual_wingbeat		False	False	False	False	
963	finizen	963	finizen	0	Finizen			True	False	True	False	
963	finizen	964	palafin	0	Palafin	flip_turn jet_punch wave_crash		True	False	True	False	
963	finizen	964	palafin	1	Palafin	flip_turn jet_punch wave_crash	TEMP	True	True	False	False	
965	varoom	965	varoom	0	Varoom	spin_out		False	False	False	False	
965	varoom	966	revavroom	0	Revavroom	spin_out		False	False	False	False	
967	cyclizar	967	cyclizar	0	Cyclizar	breaking_swipe shed_tail		True	False	True	False	
968	orthworm	968	orthworm	0	Orthworm	earth_eater shed_tail		True	True	False	False	
969	glimmet	969	glimmet	0	Glimmet		sleeping_caldera	True	True	True	False	
969	glimmet	970	glimmora	0	Glimmora	spiky_shield	sleeping_caldera	True	False	True	False	
971	greavard	971	greavard	0	Greavard	fluffy		False	False	False	False	
971	greavard	972	houndstone	0	Houndstone	fluffy last_respects		False	False	False	False	
973	flamigo	973	flamigo	0	Flamigo	costar throat_chop		False	False	False	False	
974	cetoddle	974	cetoddle	0	Cetoddle	ice_spinner		False	False	False	False	
974	cetoddle	975	cetitan	0	Cetitan	ice_spinner		False	False	False	False	
976	veluza	976	veluza	0	Veluza	aqua_cutter fillet_away liquidation		True	False	True	False	
977	dondozo	977	dondozo	0	Dondozo	order_up wave_crash		False	False	False	False	
978	tatsugiri	978	tatsugiri	0	Tatsugiri	commander		False	False	False	False	
978	tatsugiri	978	tatsugiri	1	Tatsugiri	commander		True	True	False	False	
978	tatsugiri	978	tatsugiri	2	Tatsugiri	commander		False	False	False	False	
984	great_tusk	984	great_tusk	0	Great Tusk	protosynthesis stomping_tantrum headlong_rush		False	False	False	False	
985	scream_tail	985	scream_tail	0	Scream Tail	protosynthesis psychic_fangs		False	False	False	False	
986	brute_bonnet	986	brute_bonnet	0	Brute Bonnet	protosynthesis		False	False	False	False	
987	flutter_mane	987	flutter_mane	0	Flutter Mane	protosynthesis		True	False	True	False	
988	slither_wing	988	slither_wing	0	Slither Wing	protosynthesis lunge dual_wingbeat		True	True	False	False	
989	sandy_shocks	989	sandy_shocks	0	Sandy Shocks	protosynthesis		False	False	False	False	
990	iron_treads	990	iron_treads	0	Iron Treads	quark_drive stomping_tantrum steel_roller		False	False	False	False	
991	iron_bundle	991	iron_bundle	0	Iron Bundle	quark_drive flip_turn snowscape		True	False	True	False	
992	iron_hands	992	iron_hands	0	Iron Hands	quark_drive		True	True	False	False	
993	iron_jugulis	993	iron_jugulis	0	Iron Jugulis	quark_drive		False	False	False	False	
994	iron_moth	994	iron_moth	0	Iron Moth	quark_drive lunge		False	False	False	False	
995	iron_thorns	995	iron_thorns	0	Iron Thorns	quark_drive		False	False	False	False	
996	frigibax	996	frigibax	0	Frigibax	thermal_exchange		False	False	False	False	
996	frigibax	997	arctibax	0	Arctibax	thermal_exchange		True	True	False	False	
996	frigibax	998	baxcalibur	0	Baxcalibur	thermal_exchange glaive_rush breaking_swipe snowscape		True	True	False	False	
999	gimmighoul	999	gimmighoul	0	Gimmighoul			False	False	False	False	
999	gimmighoul	999	gimmighoul	1	Gimmighoul			True	False	True	False	
999	gimmighoul	1000	gholdengo	0	Gholdengo	good_as_gold make_it_rain		True	False	True	False	
1001	wo_chien	1001	wo_chien	0	Wo-Chien	ruination		False	False	False	False	
1002	chien_pao	1002	chien_pao	0	Chien-Pao	snowscape ruination throat_chop		False	False	False	False	
1003	ting_lu	1003	ting_lu	0	Ting-Lu	stomping_tantrum ruination throat_chop		False	False	False	False	
1004	chi_yu	1004	chi_yu	0	Chi-Yu	ruination		False	False	False	False	
1005	roaring_moon	1005	roaring_moon	0	Roaring Moon	protosynthesis throat_chop		False	False	False	False	
1006	iron_valiant	1006	iron_valiant	0	Iron Valiant	quark_drive spirit_break		True	True	False	False	
1007	koraidon	1007	koraidon	0	Koraidon	orichalcum_pulse breaking_swipe collision_course		False	False	False	False	
1008	miraidon	1008	miraidon	0	Miraidon	hadron_engine parabolic_charge electro_drift		False	False	False	False	
1009	walking_wake	1009	walking_wake	0	Walking Wake	protosynthesis breaking_swipe hydro_steam		False	False	False	False	
1010	iron_leaves	1010	iron_leaves	0	Iron Leaves	quark_drive psyblade solar_blade		False	False	False	False	
