Key		EN	DE	ES	ZH-HANS	FR	IT	KO	JA	JA-JP	ZH-HANT
0047-thick_fat-0001|data.Desc		Boosts resistance to Fire- and Ice-type moves.	Stärkt Resistenzen gegen Feuer- und Eis-Typ Attacken.		提高对火属性和冰属性的招式抗性。			불꽃과 얼음타입의 기술에 저항을 갖게 된다.			
0048-early_bird-0000|data.Name		Early Bird	Frühwecker	Madrugar	早起	Matinal	Sveglialampo	일찍기상	はやおき	はやおき	早起
0048-early_bird-0001|data.Desc		The Pokémon awakens quickly from sleep.	Bewirkt, dass das Pokémon schneller wieder aufwacht.	El Pokémon se despierta rápidamente.	睡着后能更快醒来。	Le Pokémon se réveille plus rapidement.	Il Pokémon si risveglia rapidamente dal sonno.	잠듦 상태에서 빨리 깨어난다.	おきるのが　はやくなる。	起きるのが　早くなる。 	
0049-flame_body-0000|data.Name		Flame Body	Flammkörper	Cuerpo Llama	火焰之躯	Corps Ardent	Corpodifuoco	불꽃몸	ほのおのからだ	ほのおのからだ	火焰之軀
0049-flame_body-0001|data.Desc		Contact with the Pokémon may burn the attacker. Thrown items will also burn up on contact.	Fügt dem Angreifer bei Berührung eventuell Verbrennungen zu. Items, die auf das Pokémon geworfen wurden, verbrennen außerdem.		有时会让接触到自己的对手变为灼伤状态。投掷来的道具也会被烧掉。			접촉한 상대에게 화상을 입힐 때가 있다. 던지는 아이템은 접촉 시 불타버린다.			
0050-run_away-0000|data.Name		Run Away	Angsthase	Fuga	逃跑	Fuite	Fugafacile	도주	にげあし	にげあし	逃跑
0050-run_away-0001|data.Desc		Prevents the Pokémon from being Immobilized.	Verhindert, dass das Pokémon bewegungsunfähig werden kann.		不会被禁足。			경직 상태에 걸리는 걸 방지한다.			
0051-keen_eye-0000|data.Name		Keen Eye	Adlerauge	Vista Lince	锐利目光	Regard Vif	Sguardofermo	날카로운눈	するどいめ	するどいめ	銳利目光
0051-keen_eye-0001|data.Desc		Prevents other Pokémon from lowering its Accuracy.	Hindert Angreifer daran, die Genauigkeit zu senken.	Evita que disminuya la Precisión.	多亏了锐利的目光，命中率不会被降低。	Empêche le Pokémon de perdre en Précision.	Evita che la precisione diminuisca.	명중률이 떨어지지 않는다.	めいちゅうりつを さげられない。	命中率を さげられない。	靠著銳利的目光， 命中率不會被降低。
0052-hyper_cutter-0000|data.Name		Hyper Cutter	Scherenmacht	Corte Fuerte	怪力钳	Hyper Cutter	Ipertaglio	괴력집게	かいりきバサミ	かいりきバサミ	怪力鉗
0052-hyper_cutter-0001|data.Desc		The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.	Hindert Angreifer durch mächtige Scheren daran, den Angriffs-Wert zu senken.	Evita que el rival le baje el Ataque.	因为拥有以力量自豪的钳子，不会被对手降低攻击。	Le Pokémon est armé de lames tranchantes qui font sa fierté et empêchent son Attaque de baisser.	L’Attacco del Pokémon non può diminuire grazie alla morsa micidiale in cui è in grado di stringere i nemici.	힘이 자랑인 집게를 가지고 있어 상대가 공격을 떨어뜨리지 못한다.	ちからじまんの　ハサミを　もっているので あいてに　こうげきを　さげられない。	力自慢の　ハサミを　持っているので 相手に　攻撃を　下げられない。	因為擁有以力量為傲的鉗子， 不會被對手降低攻擊。
0053-pickup-0000|data.Name		Pickup	Mitnahme	Recogida	捡拾	Ramassage	Raccolta	픽업	ものひろい	ものひろい	撿拾
0053-pickup-0001|data.Desc		The Pokémon may find an item when it enters a new floor.	Das Pokémon findet eventuell ein Item, wenn es eine neue Ebene betritt.		进入楼层时可能会找到道具。			다음 층으로 넘어갈 때 도구를 주워올 때가 있다.			
0054-truant-0000|data.Name		Truant	Schnarchnase	Ausente	懒惰	Absentéisme	Pigrone	게으름	なまけ	なまけ	懶惰
0054-truant-0001|data.Desc		The Pokémon can't attack on consecutive turns.	Greift nur alle zwei Runden an.	El Pokémon no atacará en turnos consecutivos.	如果使出招式，下一回合就会休息。	Le Pokémon n’agit qu’un tour sur deux.	Il Pokémon attacca un turno sì e uno no.	연속으로 공격할 수 없다.	こうげきが　れんぞくで だせない。	攻撃が　連続で だせない。	如果使出招式， 下一回合就需要休息。
0055-hustle-0000|data.Name		Hustle	Übereifer	Entusiasmo	活力	Agitation	Tuttafretta	의욕	はりきり	はりきり	活力
0055-hustle-0001|data.Desc		Boosts the Attack stat, but lowers Attack Range.	Erhöht den Angriffs-Wert, aber senkt die Reichweite von Angriffen.		自己的攻击变高，但攻击范围会降低。			공격을 높이는 대신 공격범위가 낮아진다.			
0056-cute_charm-0000|data.Name		Cute Charm	Charmebolzen	Gran Encanto	迷人之躯	Joli Sourire	Incantevole	헤롱헤롱바디	メロメロボディ	メロメロボディ	迷人之軀
0056-cute_charm-0001|data.Desc		Contact with the Pokémon may cause infatuation.	Kann bei Kontakt betörend wirken.	Tocar al Pokémon puede causar enamoramiento.	有时会让接触到自己的对手着迷。	Séduit parfois l’attaquant au contact.	Al contatto subito, chi sferra l’attacco può infatuarsi.	접촉하면 헤롱헤롱 상태가 될 때가 있다.	ふれると　メロメロに することがある。	触れると　メロメロに することがある。	有時會讓接觸到自己的對手 陷入著迷狀態。
0057-plus-0000|data.Name		Plus	Plus	Más	正电	Plus	Più	플러스	プラス	プラス	正電
0057-plus-0001|data.Desc		Boosts the Sp. Atk stat if another Pokémon has Minus.	Erhöht den Spezial-Angriff, wenn ein anderes Pokémon Minus besitzt.		如果有另外的负电特性的宝可梦，自己的特攻会提高。			마이너스 특성의 포켓몬이 있으면 특수공격을 올린다.			
0058-minus-0000|data.Name		Minus	Minus	Menos	负电	Minus	Meno	마이너스	マイナス	マイナス	負電
0058-minus-0001|data.Desc		Boosts the Sp. Atk stat if another Pokémon has Plus.	Erhöht den Spezial-Angriff, wenn ein anderes Pokémon Plus besitzt.		如果有另外的正电特性的宝可梦，自己的特攻会提高。			플러스 특성의 포켓몬이 있으면 특수공격을 올린다.			
0059-forecast-0000|data.Name		Forecast	Prognose	Predicción	阴晴不定	Météo	Previsioni	기분파	てんきや	てんきや	陰晴不定
0059-forecast-0001|data.Desc		The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.	Nimmt je nach Wetter entweder den Typ Wasser, Feuer oder Eis an.	Cambia a tipo Agua, Fuego o Hielo en función del tiempo atmosférico.	受天气的影响，会变为水属性、 火属性或冰属性中的某一个。	Le Pokémon prend le type Eau, Feu ou Glace en fonction de la météo.	Cambia il tipo del Pokémon in Acqua, Fuoco o Ghiaccio in base alle condizioni atmosferiche.	날씨의 영향을 받아 물타입, 불꽃타입, 얼음타입 중 하나로 변화한다.	てんきの　えいきょうを　うけて みずタイプ　ほのおタイプ　こおりタイプの どれかに　へんかする。	天気の　影響を　受けて みずタイプ　ほのおタイプ　こおりタイプの どれかに　変化する。	在天氣的影響下， 會變成水屬性、 火屬性 或冰屬性之中的一種。
0060-sticky_hold-0000|data.Name		Sticky Hold	Wertehalter	Viscosidad	黏着	Glue	Antifurto	점착	ねんちゃく	ねんちゃく	黏著
0060-sticky_hold-0001|data.Desc		Protects the Pokémon from item theft. Also allows the Pokémon to handle Sticky items.	Schützt das Pokémon vor Item Diebstähle. Außerdem kann es mit klebrigen Items umgehen.		不会被对手夺走道具。也可以整理粘着的道具。			아이템을 도둑맞지 않게 된다. 또한 끈적이는 아이템도 사용할 수 있다.			
0061-shed_skin-0000|data.Name		Shed Skin	Expidermis	Mudar	蜕皮	Mue	Muta	탈피	だっぴ	だっぴ	蛻皮
0061-shed_skin-0001|data.Desc		The Pokémon may heal its own status conditions by shedding its skin.	Das Pokémon befreit sich eventuell von Statusproblemen, indem es seine Haut abstreift.	El Pokémon puede curar sus problemas de estado al mudar la piel.	通过蜕去身上的皮，有时会治愈异常状态。	Le Pokémon soigne parfois ses altérations de statut en muant.	Il Pokémon può guarire dai problemi di stato facendo la muta completa della pelle.	탈피하여 상태 이상을 회복할 때가 있다.	からだの　かわを　ぬぎすてることで じょうたい　いじょうを なおすことが　ある。	体の　皮を　脱ぎ捨てることで 状態異常を 治すことが　ある。	透過蛻去身上的皮， 有時會治癒異常狀態。
0062-guts-0000|data.Name		Guts	Adrenalin	Agallas	毅力	Cran	Dentistretti	근성	こんじょう	こんじょう	毅力
0062-guts-0001|data.Desc		It's so gutsy that having a major status condition boosts the Pokémon's Attack stat.	Bei Statusproblemen setzt es Adrenalin frei und erhöht so seinen Angriffs-Wert.		如果变为异常状态，会拿出毅力，攻击会提高。			상태 이상이 되면 근성을 보여서 공격이 올라간다.			
0063-marvel_scale-0000|data.Name		Marvel Scale	Notschutz	Escama Especial	神奇鳞片	Écaille Spéciale	Pelledura	이상한비늘	ふしぎなうろこ	ふしぎなうろこ	神奇鱗片
0063-marvel_scale-0001|data.Desc		The Pokémon's marvelous scales boost the Defense stat if it has a major status condition.	Bei Statusproblemen schützt es sich mit mysteriösen Schuppen und erhöht so seine Verteidigung.		如果变为异常状态，神奇鳞片会发生反应，防御会提高。			상태 이상이 되면 이상한 비늘이 반응해서 방어가 올라간다.			
0064-liquid_ooze-0000|data.Name		Liquid Ooze	Kloakensoße	Lodo Líquido	污泥浆	Suintement	Melma	해감액	ヘドロえき	ヘドロえき	污泥漿
0064-liquid_ooze-0001|data.Desc		Oozed liquid has strong stench, which damages attackers using any draining move.	Angreifer, die durch Saug-Attacken Kloakensoße in sich aufgenommen haben, nehmen durch deren widerwärtigen Gestank Schaden.	Debido a su intenso hedor, hiere a los Pokémon que intentan drenarle los PS.	吸收了污泥浆的对手会因强烈的恶臭而受到伤害，减少HP。	Le Pokémon suinte un liquide toxique qui blesse tous ceux qui tentent de voler ses PV.	Il Pokémon secerne delle sostanze tossiche. Se un nemico manda a segno una mossa che assorbe i PS, subisce dei danni.	해감액을 흡수한 상대는 강렬한 악취로 데미지를 받아 HP가 줄어든다.	ヘドロえきを　すいとった　あいては きょうれつな　あくしゅうで ダメージを　うけて　ＨＰを　へらす。	ヘドロ液を　吸い取った　相手は 強烈な　悪臭で ダメージを　受けて　ＨＰを　減らす。	吸收了污泥漿的對手 會因為強烈的惡臭而 使得ＨＰ減少。
0065-overgrow-0000|data.Name		Overgrow	Notdünger	Espesura	茂盛	Engrais	Erbaiuto	심록	しんりょく	しんりょく	茂盛
0065-overgrow-0001|data.Desc		Powers up Grass-type moves when the Pokémon's HP is low.	Erhöht die Stärke von Pflanzen-Attacken, wenn die KP auf einen gewissen Wert fallen.	Potencia los movimientos de tipo Planta del Pokémon cuando le quedan pocos PS.	HP减少的时候，草属性的招式威力会提高。	Augmente la puissance des capacités de type Plante du Pokémon quand il a perdu une certaine quantité de PV.	Quando il Pokémon ha pochi PS, la potenza delle sue mosse di tipo Erba aumenta.	HP가 줄었을 때 풀타입 기술의 위력이 올라간다.	ＨＰが　へったとき くさタイプの　わざの いりょくが　あがる。	ＨＰが　減ったとき くさタイプの　技の 威力が　上がる。	ＨＰ減少的時候， 草屬性的招式威力會提高。
0066-blaze-0000|data.Name		Blaze	Großbrand	Mar Llamas	猛火	Brasier	Aiutofuoco	맹화	もうか	もうか	猛火
0066-blaze-0001|data.Desc		Powers up Fire-type moves when the Pokémon's HP is low.	Erhöht die Stärke von Feuer-Attacken, wenn die KP auf einen gewissen Wert fallen.	Potencia los movimientos de tipo Fuego del Pokémon cuando le quedan pocos PS.	HP减少的时候，火属性的招式威力会提高。	Augmente la puissance des capacités de type Feu du Pokémon quand il a perdu une certaine quantité de PV.	Quando il Pokémon ha pochi PS, la potenza delle sue mosse di tipo Fuoco aumenta.	HP가 줄었을 때 불꽃타입 기술의 위력이 올라간다.	ＨＰが　へったとき ほのおタイプの　わざの いりょくが　あがる。	ＨＰが　減ったとき ほのおタイプの　技の 威力が　上がる。	ＨＰ減少的時候， 火屬性的招式威力會提高。
0067-torrent-0000|data.Name		Torrent	Sturzbach	Torrente	激流	Torrent	Acquaiuto	급류	げきりゅう	げきりゅう	激流
0067-torrent-0001|data.Desc		Powers up Water-type moves when the Pokémon's HP is low.	Erhöht die Stärke von Wasser-Attacken, wenn die KP auf einen gewissen Wert fallen.	Potencia los movimientos de tipo Agua del Pokémon cuando le quedan pocos PS.	HP减少的时候，水属性的招式威力会提高。	Augmente la puissance des capacités de type Eau du Pokémon quand il a perdu une certaine quantité de PV.	Quando il Pokémon ha pochi PS, la potenza delle sue mosse di tipo Acqua aumenta.	HP가 줄었을 때 물타입 기술의 위력이 올라간다.	ＨＰが　へったとき みずタイプの　わざの いりょくが　あがる。	ＨＰが　減ったとき みずタイプの　技の 威力が　上がる。	ＨＰ減少的時候， 水屬性的招式威力會提高。
