Key		EN	FR	DE	ES	PT	KO	IT	JA	JA-JP	ZH-HANS	ZH-HANT
0002-berry_tamato-0000|data.Name		Tamato Berry	Baie Tamato	Tamotbeere	Baya Tamate		토망열매	Baccamodoro	マトマのみ	マトマのみ	茄番果	茄番果
0002-berry_tamato-0001|data.Desc												
0002-berry_tanga-0000|data.Name		Tanga Berry	Baie Panga	Tanigabeere	Baya Yecana	Fruta Tanga	리체열매	Baccaitan	タンガのみ	タンガのみ	扁樱果	扁櫻果
0002-berry_tanga-0001|data.Desc		The flower grows at the tip of this berry. It attracts Bug Pokémon by letting its stringy petals stream out. It changes the Pokémon to the Bug-type.	Une fleur pousse sur le dessus de cette baie. Elle attire les Pokémon Insectes en diffusant ses pétales filandreuses. Elle permet à la cible de prendre le type Insecte.	Die Blume wächst an der Spitze dieser Beere. Sie lockt Käfer Pokémon an, indem sie ihre sehnigen Blütenblätter herausströmen lässt. Es wechselt den Typen des Pokémon zu Käfer.	La flor crece en la punta de esta baya. Atrae a Pokémon al dejar salir sus fibrosos petalos. Cambia el tipo de Pokémon a Bicho.	A flor cresce na ponta desta Fruta. Ela atrai Pókemon do tipo Inseto deixando suas pétalas longas soltas. Altera o tipo do Pokémon para Inseto.	끝에서 자란 실 같은 꽃잎으로 벌레포켓몬을 불러들인다는 열매. 먹은 포켓몬을 벌레타입으로 변화시킨다.					
0002-berry_wacan-0000|data.Name		Wacan Berry	Baie Parma	Kerzalbeere	Baya Gualot		초나열매	Baccaparmen	ソクノのみ	ソクノのみ	烛木果	燭木果
0002-berry_wacan-0001|data.Desc		Energy from lightning strikes is drawn into the plant, making the berries grow big and rich. It changes the Pokémon to the Electric-type.		Die Energie von Blitzeinschlägen werden in die Pflanze hineingezogen, sodass die Beeren groß und reichlich wachsen. Es wechselt den Typen des Pokémon zu Elektro.	Energía de los rayos es absorbido por la planta, haciendo que la baya crezca rica y grande. Cambia el tipo del Pokémon a Eléctrico		근처에 치는 낙뢰의 에너지를 받아들여 크고 탐스럽게 자라나는 열매. 먹은 포켓몬을 전기타입으로 변화시킨다.					
0002-berry_yache-0000|data.Name		Yache Berry	Baie Nanone	Kiroyabeere	Baya Rimoya		플카열매	Baccamoya	ヤチェのみ	ヤチェのみ	番荔果	番荔果
0002-berry_yache-0001|data.Desc		This berry has a refreshing flavor that strikes a good balance of dryness and sourness. It tastes better chilled. It changes the Pokémon to the Ice-type.		Diese Beere hat einen erfrischenden Geschmack, welcher ein gutes Gleichgewicht zwischen Trockenheit und Sauerkeit trifft. Es schmeckt gekühlt besser. Es wechselt den Typ des Pokémon zu Eis.	Esta baya posee un sabor refrescante que combina balanceadamente lo seco con lo agrio. Sabe mejor fria. Cambia el tipo de Pokémon a Hielo.		떫은맛과 신맛이 잘 어우러지는 상큼한 맛. 차게 하면 맛이 한층 더 좋아진다. 먹은 포켓몬을 얼음타입으로 변화시킨다.					
0002-gummi_black-0000|data.Name		Black Gummi	Gelée Noire	Schwarzgummi			검정구미					
0002-gummi_black-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Dark-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Ténèbres.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Unlicht-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 악타입 포켓몬이 좋아한다.					
0002-gummi_blue-0000|data.Name		Blue Gummi	Gelée Bleue	Blaugummi			파란구미					
0002-gummi_blue-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Water-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Eau.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Wasser-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 물타입 포켓몬이 좋아한다.					
0002-gummi_brown-0000|data.Name		Brown Gummi	Gelée Marron	Braungummi			갈색구미					
0002-gummi_brown-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Ground-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Sol.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Boden-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 땅타입 포켓몬이 좋아한다.					
0002-gummi_clear-0000|data.Name		Clear Gummi	Gelée Ivoire	Klargummi			투명구미					
0002-gummi_clear-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Ice-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Glace.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Eis-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 얼음타입 포켓몬이 좋아한다.					
0002-gummi_gold-0000|data.Name		Gold Gummi	Gelée Dorée	Goldgummi			금색구미					
0002-gummi_gold-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Psychic-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Psy.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Psycho-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 에스퍼타입 포켓몬이 좋아한다.					
0002-gummi_grass-0000|data.Name		Grass Gummi	Gelée Plante	Floragummi			새싹구미					
0002-gummi_grass-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Grass-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Plante.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Pflanzen-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 풀타입 포켓몬이 좋아한다.					
0002-gummi_gray-0000|data.Name		Gray Gummi	Gelée Grise	Graugummi			회색구미					
0002-gummi_gray-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Rock-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Roche.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Gestein-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 바위타입 포켓몬이 좋아한다.					
0002-gummi_green-0000|data.Name		Green Gummi	Gelée Verte	Grüngummi			초록구미					
0002-gummi_green-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Bug-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Insecte.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Käfer-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 벌레타입 포켓몬이 좋아한다.					
0002-gummi_magenta-0000|data.Name		Magenta Gummi	Gelée Fuschia	Magentagummi			자홍구미					
0002-gummi_magenta-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Fairy-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Fée.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Feen-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 페어리타입 포켓몬이 좋아한다.					
0002-gummi_orange-0000|data.Name		Orange Gummi	Gelée Orange	Orangegummi			주황구미					
0002-gummi_orange-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Fighting-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Combat.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Kampf-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 격투타입 포켓몬이 좋아한다.					
0002-gummi_pink-0000|data.Name		Pink Gummi	Gelée Pêche	Rosagummi			분홍구미					
0002-gummi_pink-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Poison-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Poison.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Gift-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 독타입 포켓몬이 좋아한다.					
0002-gummi_purple-0000|data.Name		Purple Gummi	Gelée Mauve	Lilagummi			보라구미					
0002-gummi_purple-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Ghost-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Spectre.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Geist-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 고스트타입 포켓몬이 좋아한다.					
0002-gummi_red-0000|data.Name		Red Gummi	Gelée Rouge	Rotgummi			빨간구미					
0002-gummi_red-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Fire-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Feu.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Feuer-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 불타입 포켓몬이 좋아한다.					
0002-gummi_royal-0000|data.Name		Royal Gummi	Gelée Royale	Royalgummi			로열구미					
0002-gummi_royal-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Dragon-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Dragon.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Drachen-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 드래곤타입 포켓몬이 좋아한다.					
0002-gummi_silver-0000|data.Name		Silver Gummi	Gelée Argent	Silbergummi			은색구미					
0002-gummi_silver-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Steel-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Acier.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Stahl-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 강철타입 포켓몬이 좋아한다.					
0002-gummi_sky-0000|data.Name		Sky Gummi	Gelée Azur	Azurgummi			하늘색구미					
0002-gummi_sky-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Flying-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Vol.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Flug-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 비행타입 포켓몬이 좋아한다.					
0002-gummi_white-0000|data.Name		White Gummi	Gelée Claire	Weißgummi			하얀구미					
0002-gummi_white-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats. Normal-type Pokémon like it the most.	Aliment qui remplit légèrement l'Estomac du Pokémon. Augmente le Q.I. des membres de l'équipe de secours qui en mangent. Plaît particulièrement aux Pokémon de type Normal.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht. Normal-Pokémon mögen es am liebsten.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다. 노멀타입 포켓몬이 좋아한다.					
0002-gummi_wonder-0000|data.Name		Wonder Gummi	Gelée Miracle	Wundergummi			이상한구미					
0002-gummi_wonder-0001|data.Desc		A food item that somewhat fills the Pokémon's belly, and permanently boosts its stats.	Aliment à la texture étrange, différent des autres gelées, qui augmente de façon permanente le Q.I. du coéquipier qui en mange. Remplit aussi un peu l'estomac du Pokémon.	Nahrungsmittel, dass den Magen des Pokémons einigermaßen füllt und die Basiswerte permanent erhöht.			먹으면 포만감을 약간 회복하고 스탯을 영구적으로 증가시킨다.					
