Key		EN	DE	PT	IT	ZH-HANS	FR	ES	KO	JA	JA-JP	ZH-HANT
0033-tackle-0000|data.Name		Tackle	Tackle	Investida	Azione	撞击	Charge	Placaje	몸통박치기	たいあたり	たいあたり	撞擊
0033-tackle-0001|data.Desc		A physical attack in which the user charges and slams into the target with its whole body.	Trifft das Ziel mit vollem Körpereinsatz.	Um golpe físico, onde o usuário atinge o alvo com o corpo.	Il Pokémon attacca il bersaglio lanciandosi contro di lui con tutto il suo corpo.	用整个身体撞向对手进行攻击。	Le lanceur charge l’ennemi et le percute de tout son corps.	Embiste con todo el cuerpo.	상대를 향해서 몸 전체를 부딪쳐가며 공격한다.	あいてに　むかって　からだ　ぜんたいで ぶつかって　いき　こうげきする。	相手に　むかって　全身で ぶつかっていき　攻撃する。	用整個身體 撞向對手進行攻擊。
0034-body_slam-0000|data.Name		Body Slam	Bodyslam	Pancada Corporal	Corposcontro	泰山压顶	Plaquage	Golpe Cuerpo	누르기	のしかかり	のしかかり	泰山壓頂
0034-body_slam-0001|data.Desc		The user drops onto the target with its full body weight. This may also leave the target with paralysis.	Trifft das Ziel mit vollem Körpereinsatz. Bewirkt eventuell Paralyse.	O usuário se joga contra o alvo com seu corpo inteiro. Pode paralisar o oponente.	Il Pokémon attacca il bersaglio scagliandosi contro di lui con tutto il corpo. Può causarne anche la paralisi.	用整个身体压住对手进行攻击。有时会让对手陷入麻痹状态。	Le lanceur se laisse tomber sur l’ennemi de tout son poids. Peut aussi le paralyser.	Salta sobre el objetivo con todo su peso. Puede paralizar.	몸 전체로 상대를 덮쳐눌러 공격한다. 마비 상태로 만들 때가 있다.	からだ　ぜんたいで あいてに　のしかかり　こうげきする。 まひ　じょうたいに　することが　ある。	全身で 相手に　のしかかり　攻撃する。 まひ状態に　することが　ある。	用整個身體 壓住對手進行攻擊。 有時會讓對手陷入麻痺狀態。
0035-wrap-0000|data.Name		Wrap	Wickel	Embrulho	Avvolgibotta	紧束	Ligotage	Constricción	김밥말이	まきつく	まきつく	緊束
0035-wrap-0001|data.Desc		A long body or vines are used to wrap and squeeze the target for three turns.	Umwickelt das Ziel über drei Runden mit Ranken oder Ähnlichem und fügt ihm Schaden zu.	Um corpo longo ou vinhas apertam o alvo por três turnos.	Il Pokémon avvolge o stritola il bersaglio con il suo lungo corpo o con le sue liane per tre turni.	使用长长的身体或藤蔓等，在3回合内紧束对手进行攻击。			긴 몸이나 덩굴 등을 사용해 3턴 동안 상대를 휘감아 공격한다.			
0036-take_down-0000|data.Name		Take Down	Bodycheck	Desmantelar	Riduttore	猛撞	Bélier	Derribo	돌진	とっしん	とっしん	猛撞
0036-take_down-0001|data.Desc		A reckless, full-body charge attack for slamming into the target. This also damages the user a little.	Rücksichtslose Attacke, bei der sich der Angreifer selbst leicht verletzt.	Uma golpe de corpo imprudente, que amassa o alvo. O usuário também se machuca.	Il Pokémon attacca lanciandosi contro il bersaglio con forza straordinaria, ma subisce un po' di danni.	以惊人的气势撞向对手进行攻击。自己也会受到少许伤害。	Une charge violente qui blesse aussi légèrement le lanceur.	Carga desmedida que también hiere al agresor.	굉장한 기세로 상대에게 부딪쳐 공격한다. 자신도 조금 데미지를 입는다.	すごい　いきおいで あいてに　ぶつかって　こうげきする。 じぶんも　すこし　ダメージを　うける。	すごい　勢いで 相手に　ぶつかって　攻撃する。 自分も　少し　ダメージを　受ける。	以驚人的氣勢 撞向對手進行攻擊。 自己也會受到少許傷害。
0037-thrash-0000|data.Name		Thrash	Fuchtler	Castigar	Colpo	大闹一番	Mania	Golpe	난동부리기	あばれる	あばれる	大鬧一番
0037-thrash-0001|data.Desc		The user rampages and attacks for three turns. The user then becomes confused.	Attacke über drei Runden, die den Angreifer danach verwirrt.	O usuário entra em frenesi e ataca por três turnos. Depois, fica confuso.	Il Pokémon s'infuria e attacca il bersaglio per turni, ma rimane confuso.	在3回合内，乱打一气地攻击对手。大闹一番后自己会陷入混乱。			3턴 동안 마구 난동 부려서 상대를 공격한다. 난동 부린 뒤에는 혼란에 빠진다.			
0038-double_edge-0000|data.Name		Double-Edge	Risikotackle	Faca de Dois Gumes	Sdoppiatore	舍身冲撞	Damoclès	Doble Filo	이판사판태클	すてみタックル	すてみタックル	捨身衝撞
0038-double_edge-0001|data.Desc		A reckless, life-risking tackle. This also damages the user quite a lot.	Lebensgefährlicher Angriff, bei dem sich der Angreifer selbst verletzt.	Um golpe de corpo extremamente arriscado, que machuca o usuário consideravelmente.	Il Pokémon attacca il bersaglio lanciandosi in una carica spericolata, ma subisce seri danni.	拼命地猛撞向对手进行攻击。自己也会受到不小的伤害。	Une charge dangereuse et imprudente. Blesse aussi gravement le lanceur.	Ataque arriesgado que también hiere al agresor.	목숨을 걸고 상대에게 돌진하여 공격을 한다. 자신도 상당한 데미지를 입는다.	いのちを　かけて あいてに　とっしんして　こうげきする。 じぶんも　かなり　ダメージを　うける。	命を　懸けて 相手に　突進して　攻撃する。 自分も　かなり　ダメージを　受ける。	捨身衝撞對手進行攻擊。 自己也會受到不小的傷害。
0039-tail_whip-0000|data.Name		Tail Whip	Rutenschlag	Chicote de Cauda	Colpocoda	摇尾巴	Mimi-Queue	Látigo	꼬리흔들기	しっぽをふる	しっぽをふる	搖尾巴
0039-tail_whip-0001|data.Desc		The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stat.	Hieb mit dem Schweif. Senkt die Verteidigung des Zieles.	O usuário balança a cauda de forma adorável, deixando os alvos desatentos, reduzindo sua Defesa.	Il Pokémon agita la coda per distrarre gli avversari, riducendone la Difesa.	可爱地左右摇晃尾巴，诱使对手疏忽大意。会降低对手的防御。	Le lanceur remue son adorable queue pour tromper la vigilance de l’ennemi et baisser sa Défense.	Agita la cola para bajar la Defensa del equipo rival.	꼬리를 좌우로 귀엽게 흔들어 방심을 유도한다. 상대의 방어를 떨어뜨린다.	しっぽを　さゆうに　かわいく　ふって ゆだんを　さそう。 あいての　ぼうぎょを　さげる。	しっぽを　左右に　かわいく　ふって 油断を　誘う。 相手の　防御を　さげる。	可愛地左右搖晃尾巴， 誘使對手疏忽大意。 可降低對手的防禦。
0040-poison_sting-0000|data.Name		Poison Sting	Giftstachel	Ferrão Venenoso	Velenospina	毒针	Dard-Venin	Picotazo Ven	독침	どくばり	どくばり	毒針
0040-poison_sting-0001|data.Desc		The user stabs the target with a poisonous stinger. This may also poison the target.	Angriff mit Giftstachel. Das Ziel wird eventuell vergiftet.	O usuário apunhala o alvo com um ferrão venenoso. Pode envenenar o alvo.	Il Pokémon attacca il bersaglio con un aculeo tossico che può anche avvelenarlo.	将有毒的针刺入对手进行攻击。有时会让对手陷入中毒状态。	Un dard toxique qui transperce l’ennemi. Peut aussi l’empoisonner.	Lanza un aguijón tóxico que puede envenenar al objetivo.	독이 있는 침을 상대에게 꿰찔러서 공격한다. 독 상태로 만들 때가 있다.	どくの　ある　ハリを あいてに　つきさして　こうげきする。 どく　じょうたいに　することが　ある。	毒の　ある　ハリを 相手に　突き刺して　攻撃する。 毒状態に　することが　ある。	將有毒的針 刺進對手進行攻擊。 有時會讓對手陷入中毒狀態。
0041-twineedle-0000|data.Name		Twineedle	Duonadel	Agulha Dupla	Doppio Ago	双针	Double-Dard	Doble Ataque	더블니들	ダブルニードル	ダブルニードル	雙針
0041-twineedle-0001|data.Desc		The user damages the target twice in succession by jabbing it with two spikes. This may also poison the target.	Stacheln treffen das Ziel zweimal. Das Ziel wird eventuell vergiftet.	O usuário fura o alvo com dois golpes de seus espinhos. Pode envenenar o alvo.	Il Pokémon colpisce il bersaglio due volte di seguito con due spine. Può anche avvelenarlo.	将2根针刺入对手，连续2次给予伤害。有时会让对手陷入中毒状态。	Un double coup de dard qui transperce l’ennemi deux fois d’affilée. Peut aussi l’empoisonner.	Pincha dos veces con dos espinas. Puede envenenar.	2개의 침을 상대에게 꿰찔러 2회 연속으로 데미지를 준다. 독 상태로 만들 때가 있다.	２ほんの　ハリを　あいてに　つきさし ２かい　れんぞくで　ダメージ。 どく　じょうたいに　することが　ある。	２本の　ハリを　相手に　突き刺し ２回連続で　ダメージ。 毒状態に　することが　ある。	將２根針刺進對手， 連續２次給予傷害。 有時會讓對手陷入中毒狀態。
0042-pin_missile-0000|data.Name		Pin Missile	Nadelrakete	Míssil de Espinhos	Missilspillo	飞弹针	Dard-Nuée	Pin Misil	바늘미사일	ミサイルばり	ミサイルばり	飛彈針
0042-pin_missile-0001|data.Desc		Sharp spikes are shot at the target in rapid succession. They hit four times in a row.	Spitze Nadeln treffen das Ziel viermal hintereinander.	Espinhos afiados são atirados contra o alvo rapidamente. Eles atingem quatro vezes.	Il Pokémon attacca il bersaglio quattro volte in rapida successione con delle spine.	向对手发射锐针进行攻击。连续攻击4次。			날카로운 침을 상대에게 발사해서 공격한다. 4회 동안 연속으로 쓴다.			
0043-leer-0000|data.Name		Leer	Silberblick	Encarar	Fulmisguardo	瞪眼	Groz'Yeux	Malicioso	째려보기	にらみつける	にらみつける	瞪眼
0043-leer-0001|data.Desc		The user gives opposing Pokémon an intimidating leer that lowers the Defense stat.	Gegnerischer Verteidigungs-Wert wird durch angsteinflößenden Blick gesenkt.	Com uma encarada intimidadora, o usuário reduz a Defesa do alvo.	Il Pokémon terrorizza gli avversari con uno sguardo fulminante e intimidatorio, riducendone la Difesa.	用犀利的眼神使其害怕，从而降低对手的防御。	Le lanceur fait les gros yeux à l’ennemi pour l’intimider et baisser sa Défense.	Intimida a los rivales para bajar su Defensa.	날카로운 눈초리로 겁을 주어 상대의 방어를 떨어뜨린다.	するどい　めつきで　おびえさせて あいての　ぼうぎょを　さげる。	鋭い　目つきで　おびえさせて 相手の　防御を　さげる。	用犀利的眼神使對手害怕， 降低對手的防禦。
0044-bite-0000|data.Name		Bite	Biss	Mordida	Morso	咬住	Morsure	Mordisco	물기	かみつく	かみつく	咬住
0044-bite-0001|data.Desc		The target is bitten with viciously sharp fangs. This may also make the target flinch.	Beißt zu und lässt das Ziel eventuell zurückschrecken.	O alvo é mordido com presas afiadas. Pode fazer com que o alvo recue.	Il bersaglio viene morso da denti affilatissimi che possono farlo tentennare.	用尖锐的牙咬住对手进行攻击。有时会使对手畏缩。	L’ennemi est mordu par de tranchantes canines. Peut l’apeurer.	Un voraz bocado que puede hacer retroceder al objetivo.	날카롭고 뾰족한 이빨로 물어서 공격한다. 상대를 풀죽게 만들 때가 있다.	するどく　とがった　はで か ついて　こうげきする。 あいてを　ひるませる　ことが　ある。	鋭く　とがった　歯で か ついて　攻撃する。 相手を　ひるませることが　ある。	用尖銳的牙齒 咬住對手進行攻擊。 有時會使對手畏縮。
0045-growl-0000|data.Name		Growl	Heuler	Rosnadura	Ruggito	叫声	Rugissement	Gruñido	울음소리	なきごえ	なきごえ	叫聲
0045-growl-0001|data.Desc		The user growls in an endearing way, making opposing Pokémon less wary. This lowers their Attack stats.	Der Anwender nimmt das Ziel für sich ein und senkt dessen Angriffs-Wert.	O usuário ruge de forma cativante, deixando os alvos desatentos, reduzindo seu Ataque.	Il Pokémon distrae gli avversari con un tenero ruggito e ne riduce l'Attacco.	让对手听可爱的叫声，引开注意力使其疏忽，从而降低对手的攻击。	Le lanceur pousse un cri tout mimi pour tromper la vigilance de l’ennemi et baisser son Attaque.	Dulce gruñido que reduce el Ataque del contrincante.	귀여운 울음소리를 들려주고 관심을 끌어 방심한 사이에 상대의 공격을 떨어뜨린다.	かわいい　なきごえを　きかせて きを　ひき　ゆだんを　させて あいての　こうげきを　さげる。	かわいい　なきごえを　聞かせて 気を　ひき　油断を　させて 相手の　攻撃を　さげる。	發出可愛的叫聲， 誘使對手疏忽大意， 降低對手的攻擊。
0046-roar-0000|data.Name		Roar	Brüller	Rugido	Boato	吼叫	Hurlement	Rugido	울부짖기	ほえる	ほえる	吼叫
0046-roar-0001|data.Desc		The user makes a terrifying roar that blows back opposing Pokémon.	Der Benutzer weht gegnerische Pokémon mit einem angsteinflößendem Brüller weg.	O usuário emite um rugido aterrorizante, que lança oponentes para longe.	Il Pokémon fa un boato terrificante che allontana i Pokémon avversari.	发出可怕的吼声吹飞敌方宝可梦。			사나운 울부짖음으로 상대를 날려버린다.			
